Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number,Random Number
13TH AV / E UNION ST,Alarm Bell,5/23/19 17:35,47.612908,-122.315481,POINT (-122.315481 47.612908),F190052448,907
6526 26th Av Ne,Aid Response,7/1/19 04:06,47.676688,-122.299524,POINT (-122.299524 47.676688),F190068818,908
9236 Renton Av S,Auto Fire Alarm,4/26/19 08:16,47.520401,-122.272876,POINT (-122.272876 47.520401),F190041696,909
3rd Av / Pine St,Aid Response Yellow,6/20/19 19:49,47.610743,-122.338702,POINT (-122.338702 47.610743),F190064645,910
7th Av S / S Orcas St,Aid Response,5/16/19 08:39,47.551194,-122.324533,POINT (-122.324533 47.551194),F190049683,911
13030 Linden Av N,Automatic Medical Alarm,6/20/19 20:30,47.72343,-122.348164,POINT (-122.348164 47.72343),F190064648,912
818 E Pike St,Aid Response,6/20/19 20:35,47.614068,-122.321867,POINT (-122.321867 47.614068),F190064649,913
317 Marion St,Aid Response,6/20/19 20:35,47.604991,-122.333174,POINT (-122.333174 47.604991),F190064650,914
4484 M L King Jr Way S,Automatic Fire Alarm False,6/20/19 20:38,47.563035,-122.294639,POINT (-122.294639 47.563035),F190064651,915
1900 3RD AV,Aid Response,5/16/19 08:35,47.611629,-122.339592,POINT (-122.339592 47.611629),F190049682,916
15th Av E / E Aloha St,Aid Response,6/6/19 13:23,47.626878,-122.312569,POINT (-122.312569 47.626878),F190058861,917
Prefontaine Pl S / Yesler Way,Aid Response,6/6/19 13:24,47.601716,-122.330265,POINT (-122.330265 47.601716),F190058862,918
1660 12th Av,Trans to AMR,7/1/19 04:17,47.61549,-122.316858,POINT (-122.316858 47.61549),F190068819,919
N 85th St / Aurora Av N,Medic Response,4/26/19 08:21,47.690563,-122.344522,POINT (-122.344522 47.690563),F190041698,920
116 Fairview Av N,Aid Response,5/30/19 16:42,47.618693,-122.334256,POINT (-122.334256 47.618693),F190056158,921
824 E Pike St,Aid Response,4/26/19 08:25,47.614068,-122.321785,POINT (-122.321785 47.614068),F190041699,922
2121 26th Av S,Aid Response,4/26/19 08:34,47.584234,-122.299024,POINT (-122.299024 47.584234),F190041703,923
2028 3RD AV,Medic Response,4/26/19 08:36,47.61261,-122.34125,POINT (-122.34125 47.61261),F190041704,924
111 Cedar St,Aid Response,4/26/19 08:41,47.615877,-122.35052,POINT (-122.35052 47.615877),F190041705,925
13339 11th Av Ne,Aid Response,4/26/19 08:50,47.725224,-122.316801,POINT (-122.316801 47.725224),F190041706,926
300 10th Av,Rescue Elevator,6/20/19 23:33,47.60436,-122.319411,POINT (-122.319411 47.60436),F190064707,927
4701 15th Av Ne,Aid Response,6/20/19 23:44,47.663084,-122.311966,POINT (-122.311966 47.663084),F190064710,928
20TH AV S / S JACKSON ST,Aid Response,5/30/19 16:37,47.599255,-122.306357,POINT (-122.306357 47.599255),F190056156,929
800 S Dearborn St,Medic Response,6/6/19 13:26,47.595831,-122.322459,POINT (-122.322459 47.595831),F190058863,930
5026 Ne 41st St,Aid Response,6/6/19 13:34,47.658253,-122.273262,POINT (-122.273262 47.658253),F190058867,931
11501 15th Av Ne,Aid Response,6/6/19 13:37,47.712167,-122.312433,POINT (-122.312433 47.712167),F190058868,932
4860 Rainier Av S,Aid Response,6/6/19 13:48,47.558488,-122.285359,POINT (-122.285359 47.558488),F190058869,933
9455 27th Av Sw,Rescue Elevator,6/6/19 13:48,47.518178,-122.367277,POINT (-122.367277 47.518178),F190058870,934
4th Av S / S Washington St,Aid Response,6/6/19 13:50,47.600875,-122.328963,POINT (-122.328963 47.600875),F190058871,935
614 1ST AV,Aid Response,6/6/19 14:22,47.601836,-122.334179,POINT (-122.334179 47.601836),F190058887,936
11050 8th Av Ne,Auto Fire Alarm,6/6/19 14:26,47.708935,-122.320569,POINT (-122.320569 47.708935),F190058888,937
5200 Denver Av S,Aid Response,6/6/19 14:31,47.555624,-122.326954,POINT (-122.326954 47.555624),F190058891,938
823 Madison St,Auto Fire Alarm,6/6/19 14:38,47.608054,-122.32821,POINT (-122.32821 47.608054),F190058892,939
4072 East Stevens Way Ne,Aid Response,5/16/19 08:40,47.65688,-122.304811,POINT (-122.304811 47.65688),F190049684,940
6836 28th Av Ne,Aid Response,5/16/19 08:44,47.678031,-122.297392,POINT (-122.297392 47.678031),F190049685,941
8532 15th Av Nw,Medic Response,5/2/19 20:59,47.690901,-122.376806,POINT (-122.376806 47.690901),F190044342,942
325 5th Av N,Aid Response,5/2/19 20:59,47.621487,-122.347597,POINT (-122.347597 47.621487),F190044343,943
2121 7th Av,Auto Fire Alarm,4/26/19 08:54,47.615982,-122.339019,POINT (-122.339019 47.615982),F190041708,944
8520 20th Av Ne,Medic Response,4/26/19 08:57,47.690481,-122.306859,POINT (-122.306859 47.690481),F190041709,945
M L King Jr Way S / S Graham St,MVI - Motor Vehicle Incident,6/20/19 20:41,47.546057,-122.285631,POINT (-122.285631 47.546057),F190064652,946
4752 41st Av Sw,Aid Response,6/20/19 20:43,47.56015,-122.384165,POINT (-122.384165 47.56015),F190064654,947
3272 Fuhrman Av E,1RED 1 Unit,6/20/19 20:44,47.651221,-122.320953,POINT (-122.320953 47.651221),F190064655,948
1st Av / Cherry St,Aid Response,6/20/19 20:47,47.602555,-122.334281,POINT (-122.334281 47.602555),F190064656,949
1550 N 115th St,Medic Response,6/20/19 20:49,47.712305,-122.339596,POINT (-122.339596 47.712305),F190064657,950
711 S King St,Aid Response,4/26/19 09:02,47.598348,-122.323097,POINT (-122.323097 47.598348),F190041710,951
415 5th Av N,Medic Response,4/26/19 09:04,47.622242,-122.347591,POINT (-122.347591 47.622242),F190041711,952
3314 16th Av S,Aid Response,4/26/19 09:06,47.573913,-122.312445,POINT (-122.312445 47.573913),F190041712,953
2401 Ne Blakeley St,Automatic Medical Alarm,5/23/19 17:39,47.665845,-122.301932,POINT (-122.301932 47.665845),F190052449,954
221 18th Av S,Aid Response,5/23/19 17:39,47.600659,-122.308964,POINT (-122.308964 47.600659),F190052451,955
150 Denny Way,Medic Response,5/23/19 17:51,47.618597,-122.354147,POINT (-122.354147 47.618597),F190052456,956
1524 S Dawson St,Aid Response,5/23/19 18:00,47.555624,-122.3131,POINT (-122.3131 47.555624),F190052460,957
42nd Av Sw / Sw Alaska St,Aid Response,6/6/19 15:01,47.561101,-122.385457,POINT (-122.385457 47.561101),F190058900,958
80 E Roanoke St,Aid Response,5/23/19 18:01,47.643192,-122.327557,POINT (-122.327557 47.643192),F190052461,959
Fairview Av N / Aloha St,MVI - Motor Vehicle Incident,6/6/19 15:01,47.627221,-122.332799,POINT (-122.332799 47.627221),F190058901,960
1918 8th Av,Aid Response,5/2/19 21:13,47.615086,-122.335521,POINT (-122.335521 47.615086),F190044347,961
1027 34th Av E,Aid Response,5/9/19 13:12,47.627579,-122.288178,POINT (-122.288178 47.627579),F190046949,962
7600 Sand Point Way Ne,Auto Fire Alarm,5/16/19 08:52,47.683892,-122.263842,POINT (-122.263842 47.683892),F190049687,963
450 Ne 100th St,Aid Response,5/23/19 18:01,47.701329,-122.323684,POINT (-122.323684 47.701329),F190052462,964
Nw 57th St / 15th Av Nw,Aid Response,5/23/19 18:02,47.670171,-122.376213,POINT (-122.376213 47.670171),F190052463,965
10020 Roosevelt Way Ne,MVI - Motor Vehicle Incident,5/23/19 18:10,47.701375,-122.317693,POINT (-122.317693 47.701375),F190052464,966
4502 Sw Wildwood Pl,Aid Response,5/23/19 18:13,47.52079,-122.390232,POINT (-122.390232 47.52079),F190052465,967
Alki Av Sw / 53rd Av Sw,Aid Response,5/23/19 18:22,47.583589,-122.400972,POINT (-122.400972 47.583589),F190052466,968
2030 3rd Av,Medic Response,5/23/19 18:22,47.612626,-122.341277,POINT (-122.341277 47.612626),F190052467,969
2312 3rd Av,Rescue Elevator,5/2/19 21:15,47.614791,-122.34494,POINT (-122.34494 47.614791),F190044348,970
8th Av N / John St,Illegal Burn,5/2/19 21:16,47.619715,-122.341087,POINT (-122.341087 47.619715),F190044349,971
123 Broadway,Rescue Elevator,5/2/19 21:18,47.602343,-122.320739,POINT (-122.320739 47.602343),F190044350,972
1900 5th Av,Auto Fire Alarm,5/9/19 11:10,47.612958,-122.337873,POINT (-122.337873 47.612958),F190046898,973
7701 DELRIDGE WAY SW,Water Job Minor,5/9/19 11:11,47.533683,-122.360425,POINT (-122.360425 47.533683),F190046900,974
400 Pine St,Aid Response,5/16/19 14:48,47.611207,-122.337592,POINT (-122.337592 47.611207),F190049800,975
4305 32nd Av W,Aid Response,6/6/19 15:20,47.658465,-122.398228,POINT (-122.398228 47.658465),F190058905,976
300 Pine St,Rescue Elevator,6/6/19 15:33,47.610743,-122.338702,POINT (-122.338702 47.610743),F190058907,977
NB I5 AT 130,MVI Freeway,6/6/19 19:36,47.719838,-122.324131,POINT (-122.324131 47.719838),F190059006,978
100 N 85th St,Aid Response,5/16/19 08:55,47.69061,-122.357982,POINT (-122.357982 47.69061),F190049688,979
1001 Westlake Av N,Auto Fire Alarm,5/16/19 08:58,47.628418,-122.340519,POINT (-122.340519 47.628418),F190049689,980
8520 20th Av Ne,Fast Back Up,4/26/19 09:07,47.690481,-122.306859,POINT (-122.306859 47.690481),F190041713,981
4057 5th Av Ne,Aid Response,4/26/19 09:08,47.65635,-122.323496,POINT (-122.323496 47.65635),F190041715,982
4634 Lawton Ln W,Trans to AMR,7/1/19 08:51,47.664314,-122.402919,POINT (-122.402919 47.664314),F190068872,983
Dexter Av N / Republican St,Aid Response,5/30/19 17:05,47.623224,-122.342361,POINT (-122.342361 47.623224),F190056166,984
2121 6th Av,Auto Fire Alarm,5/30/19 17:07,47.615317,-122.33988,POINT (-122.33988 47.615317),F190056168,985
1250 1st Av S,EVENT - Special Event,5/30/19 17:09,47.592049,-122.334195,POINT (-122.334195 47.592049),F190056169,986
6025 51st Av Ne,Aid Response Yellow,6/20/19 21:14,47.6723,-122.272707,POINT (-122.272707 47.6723),F190064663,987
4752 41st Av Sw,Trans to AMR,6/20/19 21:15,47.56015,-122.384165,POINT (-122.384165 47.56015),F190064665,988
317 Marion St,Aid Response,6/20/19 21:15,47.604991,-122.333174,POINT (-122.333174 47.604991),F190064664,989
6334 Rainier Av S,Alarm Bell,6/20/19 21:16,47.54586,-122.275769,POINT (-122.275769 47.54586),F190064666,990
500 5TH AV S,Aid Response,6/20/19 21:16,47.598356,-122.327671,POINT (-122.327671 47.598356),F190064668,991
111 Cedar St,Trans to AMR,6/20/19 21:20,47.615877,-122.35052,POINT (-122.35052 47.615877),F190064671,992
1102 4th Av,Aid Response,5/30/19 16:49,47.606808,-122.333569,POINT (-122.333569 47.606808),F190056159,993
1000 S Myrtle St,Aid Response,5/16/19 09:02,47.539432,-122.320383,POINT (-122.320383 47.539432),F190049690,994
4700 38th Av Sw,Aid Response,5/30/19 16:53,47.561082,-122.380063,POINT (-122.380063 47.561082),F190056160,995
S Jackson St / Occidental Av S,Aid Response,6/20/19 20:55,47.599203,-122.332882,POINT (-122.332882 47.599203),F190064658,996
1737 Harbor Av Sw,Aid Response,6/20/19 20:56,47.588391,-122.37996,POINT (-122.37996 47.588391),F190064659,997
2020 Terry Av,Aid Response,6/20/19 21:01,47.617198,-122.335129,POINT (-122.335129 47.617198),F190064660,998
